sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1649405,8,8,0,0,0,0,0,0,0,0,1,No,0,0.86,0.88,0,No,No,No,Yes,No,No
3261022,2,8,0,385,565,727,84,267,498,775,1532,No,18,0.79,0.66,4,No,No,No,Yes,No,Yes
1798248,199,52,0,0,0,0,0,0,1,2,1,No,0,0.88,0.92,0,Yes,No,No,No,No,No
3048298,7,2,0,0,6,18,1,6,19,26,0,No,0,0.68,0.77,0,No,No,No,Yes,No,No
1670233,72,8,2,34,68,102,23,57,90,132,87,No,0,0.93,0.9,0,No,No,No,Yes,No,No
1929251,1,8,3,4,8,12,1,4,12,16,2,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1951535,0,2,0,21,21,21,0,0,0,0,1,No,0,0.24,0.28,0,No,No,No,Yes,No,Yes
2230698,3,8,0,0,0,0,0,0,0,0,1,No,0,1,0.91,0,No,No,No,Yes,No,No
1256262,32,2,0,0,0,0,1,1,1,1,0,No,0,0.78,0.69,0,Yes,No,No,Yes,No,No
1490140,39,8,0,24,72,118,4,31,69,124,23,No,0,0.09,0.07,0,No,No,No,Yes,No,No
1849293,12,8,0,0,0,0,0,0,0,0,0,No,0,0.42,0.36,0,No,No,No,Yes,No,No
1441479,2,12,0,0,0,0,0,0,0,0,0,No,0,0.63,0.72,0,No,No,No,Yes,No,No
1113854,312,8,1,0,0,0,10,37,105,159,20,No,0,0.99,0.9,0,No,No,No,Yes,No,No
3079745,2,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1553882,2,2,0,61,88,142,12,54,105,171,0,No,0,0.93,0.96,0,No,No,No,Yes,No,Yes
2221630,15,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
1240958,47,8,0,225,325,475,39,118,253,435,48,No,25,0.06,0.13,0,No,No,Yes,Yes,No,Yes
1990728,2,9,0,0,0,0,0,0,0,0,0,No,0,0.68,0.66,0,No,No,No,Yes,No,No
1602725,2,10,0,9,19,24,2,8,11,14,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1134084,0,NA,0,9,9,9,0,1,2,2,3,No,0,-99,-99,0,No,No,No,Yes,No,Yes
2899142,5,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3267087,140,8,0,0,0,0,4,16,27,38,3,No,0,0.95,0.95,0,Yes,No,No,Yes,No,No
1255575,0,16,0,3,3,3,0,0,0,0,1,No,0,0.44,0.46,0,No,No,No,Yes,No,No
1774511,0,2,0,10,10,10,0,0,0,0,1,No,0,0.69,0.64,0,Yes,No,Yes,Yes,No,Yes
2282183,-6,12,0,32,32,32,0,2,8,8,0,No,0,0,0.01,6,No,No,No,Yes,No,Yes
1758620,0,8,0,7,7,14,0,1,8,8,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
2215933,201,8,0,0,0,0,1,8,9,11,2,No,0,0,0,0,No,No,No,Yes,No,No
2806282,1,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.79,0,No,No,No,Yes,No,No
1484154,41,3,91,675,1170,1710,219,566,1066,1569,132,No,0,0.43,0.46,9,No,No,No,Yes,No,Yes
1486729,3,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3187846,83,8,11,18,63,102,12,54,111,179,20,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1260714,9,8,0,0,0,0,0,0,0,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3151380,2,8,0,0,0,0,0,0,0,0,0,No,0,0.84,0.86,0,No,No,No,Yes,No,No
2901698,38,8,2,26,46,69,2,31,60,96,24,No,0,0.92,0.95,0,No,No,No,Yes,No,No
1984092,3291,NA,0,0,0,0,0,0,0,0,17,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2179105,8630,NA,0,0,0,0,0,0,10,10,2,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2977008,123,NA,0,0,0,0,0,0,0,4,2,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2846800,83,2,0,0,0,0,0,0,0,0,0,No,0,0.91,0.94,0,No,No,No,Yes,No,No
2022976,7,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.82,0,No,No,No,Yes,No,No
1735652,8,4,0,35,53,71,11,21,40,70,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1413436,49,12,0,0,0,12,4,11,30,53,6,No,0,0.76,0.73,0,No,No,No,Yes,No,No
1855438,56,2,0,10,10,10,0,13,14,34,0,No,0,0,0.02,0,Yes,No,No,Yes,No,No
3256593,0,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1198213,2,NA,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3121360,8,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,Yes,No,No,Yes,No,No
2045133,10,2,0,5,15,15,4,13,26,49,3,No,0,0.81,0.83,0,No,No,No,Yes,No,Yes
1550731,3,12,0,26,50,74,3,5,10,10,0,No,0,0.78,0.78,0,Yes,No,No,Yes,No,Yes
1708761,222,2,200,50,250,300,58,218,402,529,63,No,0,1,0.99,0,No,No,No,Yes,No,No
1554118,20,4,0,56,88,104,14,22,33,33,4,No,0,0.24,0.14,0,Yes,No,No,Yes,No,Yes
1234640,-152,12,0,626,791,901,153,299,513,712,0,No,0,0,0.02,69,No,No,No,Yes,No,Yes
2826889,9,2,0,0,0,0,0,0,0,1,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3053752,1,8,0,1,3,4,1,1,1,2,0,No,0,0.9,0.88,0,No,No,No,Yes,No,No
2285577,2,8,0,4,5,8,5,11,14,26,0,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
1145092,2,8,0,10,14,20,3,6,14,22,9,No,0,0.77,0.74,0,No,No,No,Yes,No,Yes
1486973,0,8,0,0,0,0,0,0,0,0,0,No,0,0.81,0.89,0,No,No,Yes,Yes,No,No
1644402,1255,8,3,0,0,0,13,45,100,144,18,No,0,0.69,0.69,0,No,No,Yes,Yes,No,No
2938004,3,13,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,No
1414684,302,4,0,0,0,0,0,0,1,2,1,No,0,0.88,0.92,0,No,No,No,Yes,No,No
1145569,14,2,0,11,22,33,0,2,25,30,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
2051334,10,2,0,0,0,0,0,0,0,1,0,No,0,0.97,0.93,0,Yes,No,No,Yes,No,No
3102428,17,8,0,0,0,0,0,0,0,6,0,No,0,0.9,0.86,0,No,No,No,Yes,No,No
2307090,2,8,0,11,16,31,10,20,34,46,0,No,0,0.79,0.67,0,No,No,No,Yes,No,Yes
1206047,24,8,12,0,0,0,3,3,17,27,4,No,0,0.97,0.93,0,Yes,No,No,Yes,No,No
2228004,20,2,0,45,75,105,11,47,60,73,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1267834,20,13,0,0,0,0,0,0,0,0,2,No,0,1,0.99,0,Yes,No,No,Yes,No,No
1151681,5,8,0,0,4,12,2,6,11,16,0,No,0,0.96,0.98,0,No,No,No,Yes,No,No
1625847,0,2,0,5,8,9,0,0,0,0,0,No,3,0.42,0.36,0,Yes,No,Yes,Yes,No,Yes
2117600,27,8,0,120,200,260,22,78,135,168,33,No,0,0.81,0.77,0,No,No,No,Yes,No,Yes
1207695,2,8,0,7,9,12,3,5,11,20,0,No,0,0.72,0.77,0,No,No,No,Yes,No,Yes
1232469,12,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.94,0,Yes,No,No,Yes,No,No
1863025,395,2,5,420,825,1275,141,395,647,678,217,No,0,0.96,0.95,0,Yes,No,No,Yes,No,No
1453472,8,8,0,0,0,0,3,9,19,30,3,No,0,0.75,0.37,0,Yes,No,No,Yes,No,No
1961057,88,52,0,0,0,0,0,0,1,2,0,No,0,0.93,0.92,0,Yes,No,No,Yes,No,No
1384016,2,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.82,0,Yes,No,Yes,Yes,No,No
1937988,3,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
3266252,11,9,0,0,0,5,1,4,15,18,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2272737,5,4,7,0,0,0,0,5,5,8,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
1206025,10,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
2845880,12,8,0,0,0,0,0,1,2,6,1,No,0,0.96,0.95,0,No,No,No,Yes,No,No
1881984,0,8,0,12,36,48,8,17,33,53,7,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
2893441,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
1318943,12,2,0,0,0,9,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3223529,17,17,0,0,0,0,3,20,25,34,0,No,0,1,1,0,Yes,No,No,Yes,No,No
3181034,5,9,8,0,0,0,1,5,10,14,3,No,0,1,0.98,0,No,No,No,Yes,No,No
2826818,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3181644,170,2,121,226,451,721,66,276,529,536,72,No,0,1,0.99,0,No,No,No,Yes,No,No
1811393,0,2,0,5,5,5,0,1,2,2,1,No,0,0.42,0.36,0,Yes,No,No,Yes,No,Yes
1649176,5,8,0,54,73,92,8,21,40,68,17,No,0,0.14,0.32,0,No,No,No,Yes,No,Yes
2180472,13,2,0,0,0,0,0,0,0,0,0,No,0,0.31,0.33,0,No,No,No,Yes,No,No
1136817,0,9,0,1,1,1,0,0,0,0,0,No,0,0.85,0.83,0,No,No,No,Yes,No,Yes
1320296,4,8,0,12,24,36,6,13,18,36,2,No,0,0.75,0.74,0,No,No,No,Yes,No,Yes
3188602,438,8,96,163,243,403,110,292,545,858,895,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3184380,86,2,4,35,112,183,25,70,100,105,31,No,0,-99,1,0,No,No,No,Yes,No,No
1789781,2,12,0,0,0,0,0,0,0,0,0,No,0,0.63,0.72,0,No,No,Yes,Yes,No,No
2877943,4,8,0,3,6,9,0,4,6,9,2,No,0,0.87,0.88,0,No,No,No,Yes,No,No
1814191,0,2,0,5,8,10,0,0,0,0,0,No,0,0.42,0.36,0,Yes,No,No,Yes,No,No
2943026,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
2141701,28,8,0,0,0,0,1,3,3,11,0,No,0,0.9,0.9,0,No,No,No,Yes,No,No
1296044,2,8,0,0,1,2,0,0,1,1,0,No,0,0.95,0.97,0,Yes,No,Yes,Yes,No,No
1368078,1662,8,419,2704,5044,7384,682,2413,5065,7677,711,No,0,1,0.96,0,No,No,No,Yes,No,No
1300523,1,8,0,1,2,4,2,2,4,6,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2023057,153,8,0,0,0,0,4,6,10,13,2,No,0,0.86,0.88,0,Yes,No,Yes,Yes,No,No
1868245,15,2,0,40,90,120,7,25,63,70,2,No,0,0.87,0.75,0,No,No,No,Yes,No,No
1387538,2500,12,0,0,0,0,0,0,0,0,0,No,0,0.95,0.86,0,No,No,No,Yes,No,No
2937393,33,12,0,75,75,75,1,10,14,28,7,No,0,0.98,0.95,0,No,No,No,Yes,No,No
3026839,8,4,0,0,0,0,0,0,1,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3185306,20,2,0,0,30,40,2,14,47,67,0,No,0,1,0.71,0,No,No,No,Yes,No,No
1117840,1,4,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1280090,0,2,0,15,15,15,3,7,14,16,0,No,0,0.77,0.91,0,No,No,No,Yes,No,Yes
2229209,2,16,0,0,0,0,0,0,0,0,0,No,0,0.31,0.42,0,No,No,No,Yes,No,No
2123103,5,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.83,0,No,No,No,Yes,No,No
1404640,726,8,0,0,0,0,1,4,10,21,5,No,0,0.1,0.25,0,No,No,No,Yes,No,No
2081313,6,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
2191326,331,8,0,8264,12884,18659,0,0,0,0,0,No,0,0.91,0.91,0,No,No,No,Yes,No,Yes
1615956,5,8,0,0,0,0,0,0,0,0,0,No,0,0.42,0.36,0,No,No,No,Yes,No,No
3275721,195,13,4,0,18,45,18,68,165,276,67,No,0,0.8,0.75,0,No,No,No,Yes,No,No
1411594,3,12,0,0,0,0,0,0,0,0,0,No,0,0.63,0.72,0,No,No,No,Yes,No,No
3162812,15,17,0,0,0,0,0,1,2,2,0,No,0,1,1,0,No,No,No,Yes,No,No
3249088,29,8,0,32,48,80,7,22,49,90,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1221685,15,12,5,0,0,0,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No,No
1826798,5,8,0,0,0,0,0,0,1,2,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
2826755,0,16,0,0,0,0,0,0,0,0,0,No,0,0.15,0.29,0,No,No,No,Yes,No,No
3176014,0,NA,0,0,0,0,22,81,108,108,15,No,0,-99,-99,0,No,No,No,No,No,Yes
2169743,-87,12,16,129,129,129,5,208,223,236,18,No,0,0.21,0.27,87,No,No,No,Yes,No,No
2029229,22,4,0,15,30,45,6,16,33,49,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1307060,183,8,0,0,0,0,3,10,16,31,0,No,0,0.56,0.74,0,Yes,No,No,Yes,No,No
1471578,2,8,0,3,6,9,2,4,4,7,0,No,0,0.7,0.73,0,No,No,No,Yes,No,Yes
1177774,12,2,65,50,100,200,37,95,169,234,0,No,0,1,1,0,No,No,Yes,Yes,No,No
2039321,11,9,8,1,1,7,3,7,24,39,7,No,0,0.99,0.98,0,No,No,No,Yes,No,No
2001779,13,9,0,7,14,21,2,7,17,31,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2267887,146,8,0,0,100,100,11,42,93,147,31,No,0,0.93,0.97,0,No,No,No,Yes,No,No
3277900,10,8,0,0,0,0,1,1,1,1,0,No,0,0.86,0.94,0,No,No,Yes,Yes,No,No
2098121,2,8,0,7,14,21,4,6,12,20,1,No,0,1,0.94,0,No,No,No,Yes,No,Yes
1721069,5,8,0,0,0,0,0,0,0,0,0,No,0,0.32,0.27,0,No,No,No,Yes,No,No
2831760,3469,8,0,0,0,0,357,1144,1727,2301,213,No,0,0.98,0.96,0,No,No,No,Yes,No,No
2290768,0,10,0,14,19,24,2,10,13,16,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2306630,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2875309,704,8,9,417,977,1653,34,40,52,55,126,No,0,0.9,0.91,0,No,No,No,Yes,No,No
3019084,12,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1358846,56,2,0,0,0,0,3,134,156,158,1,No,0,0.83,0.86,0,Yes,No,Yes,Yes,No,No
1308341,6,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1408689,-1,NA,1,0,0,0,9,24,59,63,14,No,0,-99,-99,0,No,No,Yes,No,No,Yes
3242283,3,8,0,0,0,0,0,0,0,0,3,No,0,0.87,0.92,0,Yes,No,No,Yes,No,No
2302705,12,8,0,0,0,0,0,0,0,0,0,No,0,0.92,0.96,0,No,No,No,Yes,No,No
1312121,29,8,0,0,0,0,0,2,5,7,1,No,0,0.94,0.97,0,No,No,No,Yes,No,No
1925816,35,9,0,0,0,0,4,6,20,26,21,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1640592,5,12,0,6,6,10,7,8,14,20,1,No,0,0.92,0.95,0,No,No,No,Yes,No,Yes
2228039,3,8,0,0,0,0,1,1,3,5,1,No,0,1,0.93,0,No,No,No,Yes,No,No
1407772,0,4,0,17,27,31,0,0,0,0,0,No,0,0.61,0.61,0,Yes,No,Yes,Yes,No,Yes
1212307,174,NA,0,0,0,0,0,0,2,5,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1487259,145,8,21,323,515,695,86,230,469,758,148,No,0,0.61,0.57,0,No,No,Yes,Yes,No,No
1526986,-25,NA,4,0,0,0,50,162,284,423,58,No,0,-99,-99,0,No,No,Yes,No,No,Yes
1127757,176,9,1,80,200,400,73,198,378,531,85,No,0,0.98,0.9,0,No,No,No,Yes,No,No
3233771,20,4,0,0,10,10,0,0,22,52,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1577685,1435,4,0,0,0,0,4,13,37,556,4,No,0,0,0.33,0,No,No,No,Yes,No,No
2918236,8,8,0,9,18,27,1,9,15,23,1,No,0,0.91,0.81,0,No,No,Yes,Yes,No,No
1341407,0,2,0,0,0,0,0,0,0,0,0,No,0,0.46,0.35,0,No,No,No,Yes,No,Yes
1585957,12,8,0,30,30,30,1,1,4,16,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2309724,6,2,0,0,0,0,0,1,4,4,0,No,0,0.64,0.61,0,Yes,No,No,Yes,No,No
1915137,5,2,0,0,0,0,0,0,1,2,0,No,0,0.93,0.85,0,No,No,No,Yes,No,No
1622689,1,8,0,2,4,5,0,2,3,4,0,No,0,0.12,0.38,0,No,No,No,Yes,No,Yes
1838408,3,2,0,1120,1120,1120,0,0,0,0,0,No,0,0,0,0,Yes,No,No,Yes,No,No
1388466,19,2,0,17,52,70,0,0,0,0,0,No,0,0.91,0.94,0,No,No,No,Yes,No,Yes
1746650,4,8,0,0,0,0,0,0,1,1,1,No,0,0.84,0.89,0,No,No,No,Yes,No,No
1297145,0,2,0,166,206,226,2,6,6,6,12,No,0,0.1,0.04,2,Yes,No,Yes,Yes,No,Yes
1428651,0,15,0,0,0,0,0,0,0,0,0,No,0,0.78,0.74,0,No,No,Yes,Yes,No,No
1617143,5,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,Yes,No,No,Yes,No,No
2086520,85,8,0,0,0,0,3,5,9,15,0,No,0,1,0.87,0,No,No,No,Yes,No,No
2270737,1,8,0,0,0,1,2,2,2,2,1,No,0,0.92,0.93,0,No,No,No,Yes,No,No
3148960,20,8,0,96,168,240,21,65,122,167,39,No,0,0.33,0.32,0,No,No,No,Yes,No,No
1584600,15,4,7,0,7,7,0,9,10,18,5,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1878099,4,2,0,1,4,7,0,0,0,0,0,No,0,0.8,0.83,0,No,No,No,Yes,No,No
2985869,199,12,0,0,0,0,0,0,0,0,0,No,0,0.94,0.87,0,No,No,Yes,Yes,No,No
1272869,12,9,0,0,0,0,0,0,0,0,0,No,0,0.91,0.74,0,No,No,Yes,Yes,No,No
1361712,3,12,0,0,0,0,0,0,0,0,2,No,0,0.78,0.78,0,No,No,No,Yes,No,No
1967703,29,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.82,0,No,No,Yes,Yes,No,No
1640449,6,2,0,1,3,5,0,3,9,11,1,No,0,0.78,0.81,0,Yes,No,Yes,Yes,No,No
3200780,11,8,0,0,0,0,1,2,4,7,4,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1354905,17,8,0,0,0,0,0,0,0,0,2,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1650232,0,2,0,123,123,123,0,0,0,0,2,No,0,0.27,0.12,0,Yes,No,No,Yes,No,No
2888284,1,4,0,16,32,48,10,30,44,59,3,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1485744,2,12,0,0,0,0,0,0,0,0,0,No,0,0.78,0.78,0,No,No,No,Yes,No,Yes
3167449,46,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2028791,20,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3198312,51,12,0,55,95,147,10,42,84,142,22,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1406962,125,8,3,0,0,200,15,45,93,162,7,No,0,0.83,0.83,0,No,No,No,Yes,No,No
1968843,95,8,2,45,103,160,15,54,120,189,30,No,0,0.9,0.95,0,No,No,No,Yes,No,No
1761316,21,8,0,0,0,0,0,0,0,0,1,No,0,0.8,0.82,0,No,No,Yes,Yes,No,No
1689546,3,2,0,0,0,0,0,0,0,0,0,No,0,0.27,0.5,0,Yes,No,No,Yes,No,No
2825501,4,NA,0,0,0,0,1,1,2,2,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1780981,242,8,13,120,240,360,39,114,227,372,49,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2962355,2,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3238179,136,8,0,0,0,0,4,11,23,42,0,No,0,0.95,0.95,0,No,No,Yes,Yes,No,No
2130659,152,2,67,316,656,1004,112,371,683,981,96,No,0,1,0.99,0,No,No,No,Yes,No,No
2863110,398,2,0,72,216,432,44,136,265,298,93,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1912835,2,8,2,11,21,33,3,13,21,26,0,No,0,0.81,0.82,0,No,No,No,Yes,No,Yes
1514897,4,3,0,0,0,0,0,0,0,0,0,No,0,0.94,0.9,0,Yes,No,No,Yes,No,No
2876967,326,10,0,0,0,0,0,0,0,1,0,No,0,0.77,0.84,0,No,No,Yes,Yes,No,No
2181243,11,2,0,0,0,0,0,0,0,0,1,No,0,0.99,0.96,0,No,No,Yes,Yes,No,Yes
1771099,1,4,1,0,0,0,0,1,1,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1672119,1,12,0,29,53,78,9,26,48,59,0,No,0,0.83,0.86,0,No,No,No,Yes,No,Yes
1332680,5,8,0,2,2,2,0,0,4,6,1,No,0,0.99,0.9,0,No,No,No,Yes,No,No
2036741,9,9,0,15,27,36,3,13,31,38,0,No,0,0.86,0.84,0,No,No,No,Yes,No,No
1165379,-1,8,0,30,48,75,13,35,67,97,2,No,0,0.51,0.41,2,No,No,No,Yes,No,Yes
1283673,6,8,0,0,0,0,0,0,1,1,1,No,0,0.6,0.43,0,Yes,No,No,Yes,No,No
1190781,6,8,0,0,0,0,0,0,0,0,0,No,0,0.74,0.76,0,No,No,No,Yes,No,No
1817634,8,12,23,0,18,54,5,28,45,55,0,No,0,0.97,0.92,0,No,No,No,Yes,No,No
2802916,22,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
2119081,334,2,0,522,1026,1620,173,519,1041,1491,120,No,0,0.33,0.32,0,No,No,No,Yes,No,No
3118590,62,4,0,79,79,79,17,17,17,17,2,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1820721,0,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,Yes,No,No,Yes,No,No
1685098,7,8,0,24,48,72,7,16,35,52,1,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1187752,434,8,0,0,1000,1000,80,132,493,633,208,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1143240,17,8,0,77,122,182,19,62,113,169,25,No,0,0.6,0.57,0,No,No,Yes,Yes,No,Yes
1635601,1,NA,0,0,0,0,0,3,3,3,11,No,0,-99,-99,0,Yes,No,No,No,No,Yes
1984322,198,8,3,1040,1412,1772,218,620,1102,1858,551,No,0,0.09,0.09,0,No,No,Yes,Yes,No,Yes
1878929,0,8,0,1,2,2,0,1,2,2,1,No,0,1,0.97,0,No,No,No,Yes,No,Yes
1178097,2,12,0,1,2,4,0,1,2,3,2,No,0,0.82,0.79,0,No,No,No,Yes,No,No
2083836,159,2,0,0,0,0,22,80,161,166,0,No,0,0.76,0.82,0,Yes,No,No,Yes,No,No
2277209,3,8,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1978456,40,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1990079,79,8,3,0,25,75,20,56,80,114,22,No,0,0.31,0.54,0,No,No,Yes,Yes,No,No
3031529,7,14,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2092831,31,8,3,305,496,686,36,176,366,593,33,No,15,0.5,0.52,0,No,No,Yes,Yes,No,Yes
2105008,95,52,0,0,0,0,1,6,13,17,1,No,0,0.95,0.95,0,Yes,No,No,Yes,No,No
1901593,7,2,0,0,4,8,0,2,17,25,4,No,0,0.78,0.72,0,No,No,Yes,Yes,No,No
1458297,48,10,0,0,0,0,0,0,2,3,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1745711,6,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.78,0,No,No,No,Yes,No,No
1259265,1802,12,78,1040,2580,4640,555,1528,4504,5991,431,No,0,0.96,0.93,0,No,No,No,Yes,No,No
1182833,5,8,0,0,12,12,4,7,9,15,2,No,0,0.96,0.93,0,No,No,No,Yes,No,Yes
3030113,2678,8,88,914,2859,4001,374,1365,3046,6699,286,No,0,0.88,0.68,0,No,No,No,Yes,No,No
1188780,79,8,0,0,0,0,21,30,52,79,0,No,0,0.97,0.94,0,No,No,No,Yes,No,Yes
1179890,8,2,0,0,0,0,0,0,0,0,2,No,0,0.79,0.91,0,Yes,No,No,Yes,No,No
1370535,0,8,0,21,30,48,4,13,23,39,1,No,0,0.9,0.9,0,No,No,No,Yes,No,Yes
3107768,5,8,0,0,0,0,0,2,2,2,1,No,0,0.93,0.89,0,Yes,No,No,Yes,No,No
1533700,0,2,0,4,6,6,0,0,0,0,1,No,2,0.33,0.42,0,Yes,No,Yes,Yes,No,No
1295516,53,8,0,0,0,0,6,16,38,58,6,No,0,0.79,0.76,0,No,No,No,Yes,No,No
2258063,5,8,0,3,4,7,0,1,4,7,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
2908642,3,2,0,2,3,3,0,0,0,0,0,No,0,0.48,0.36,0,Yes,No,No,Yes,No,No
1650550,16,4,0,0,0,0,0,1,2,3,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1264209,0,8,0,25,25,25,2,13,18,28,11,No,0,0.79,0.78,0,No,No,Yes,Yes,No,Yes
3179415,8,12,0,0,0,0,0,0,0,1,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1807922,20,8,0,24,24,24,6,9,26,47,2,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
1483327,-5,8,0,37,53,73,3,20,37,44,12,No,14,0.68,0.69,5,No,No,No,Yes,No,Yes
2940068,347,NA,0,0,0,0,7,16,21,33,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1161714,5,8,0,0,0,1,0,1,2,4,6,No,0,0.71,0.71,0,No,No,No,Yes,No,No
2826733,4249,8,0,0,0,0,36,63,93,127,7,No,0,-99,0,0,No,No,No,Yes,No,No
1800552,20,2,0,0,0,0,0,2,3,8,1,No,0,0.99,0.98,0,Yes,No,No,Yes,No,No
1262453,2,8,0,0,0,0,0,0,0,0,1,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1780636,46,8,0,0,0,0,0,0,0,0,0,No,0,0.59,0.61,0,No,No,No,Yes,No,No
